name,project_link,owner,address,area,sell_date,progress,price,scale,latlong,page_number
"
Căn hộ The Penta
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/can-ho-the-penta-pj3877,Công ty CP Đầu tư Địa ốc Tiến Phát ,"201 Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",815 m²,quý IV/2019,"
Đang cập nhật
",38.7 triệu/m²,"01 block cao 20 tầng, 2 tầng hầm","10.8101482391357,106.683349609375",p9
"
Chung cư Binh Đoàn 12
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-tri/chung-cu-binh-doan-12-pj3907,,"Đường Ngọc Hồi, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",,,"
Đang cập nhật
",12 triệu/m²,2 tòa nhà cao 40 tầng,"20.9302349090576,105.847877502441",p8
"
King Palace
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/king-palace-pj3823,Công ty CP Hoa Anh Đào,"108 Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",6.973 m²,,"
Đang cập nhật
",,"2 block 36 tầng và 29 tầng, 3 tầng hầm","21.0002918243408,105.816009521484",p9
"
Ascent Plaza Bình Thạnh
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/ascent-plaza-binh-thanh-pj3811,Công ty CP Đầu tư Địa ốc Tiến Phát ,"375 Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",4.660 m²,,"
Đang cập nhật
",32 triệu/m²,"1 block cao 24 tầng, 2 tầng hầm","10.8232526779175,106.707069396973",p9
"
Tecco Tower Bình Dương
",https://batdongsan.com.vn/can-ho-chung-cu-di-an-bd/tecco-tower-binh-duong-pj3844,,"Đường ĐT 743C, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",,,"
Đang mở bán
",,"1 block cao 20 tầng, 168 căn hộ","10.9110107421875,106.748809814453",p9
"
Hà Nội Golden Lake
",https://batdongsan.com.vn/can-ho-chung-cu-ba-dinh/ha-noi-golden-lake-pj3853,Công ty TNHH Hoà Bình,"B7, Phường Giảng Võ, Ba Đình, Hà Nội",2.238 m²,Quý II/2020,"
Chưa thi công
",60 triệu/m²,"4 tầng hầm, 25 tầng nổi","21.0292549133301,105.821128845215",p9
"
Dynamic Tower
",https://batdongsan.com.vn/can-ho-chung-cu-binh-chanh/dynamic-tower-pj3806,,"Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",3.813 m²,,"
Đang cập nhật
",,"1 tầng hầm, 2 tầng thương mại và 17 tầng căn hộ","10.7152652740479,106.650802612305",p9
"
Chung cư Dabaco Huyền Quang
",https://batdongsan.com.vn/can-ho-chung-cu-bac-ninh-bn/chung-cu-dabaco-huyen-quang-pj3922,Công ty CP Tập đoàn Dabaco Việt Nam,"125 Đường Huyền Quang, Phường Võ Cường, Bắc Ninh, Bắc Ninh",4.109 m²,Quý I/2020,"
Đang thi công
",,,"21.1718788146973,106.06649017334",p8
"
Saigontel Central Park Bắc Giang
",https://batdongsan.com.vn/can-ho-chung-cu-bac-giang-bg/saigontel-central-park-bac-giang-pj3758,Công ty CP Công nghệ Viễn thông Sài Gòn,"Đường Nguyễn Văn Cừ, Phường Ngô Quyền, Bắc Giang, Bắc Giang",2 m²,,"
Đang thi công
",17 triệu/m²,"2 tầng hầm, 17 tầng nổi, tổng 187 căn","21.2770805358887,106.194618225098",p10
"
Harina View
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/harina-view-pj3640,,"Đường Phạm Văn Đồng, phường Hiệp Bình Chánh, quận Thủ Đức, Tp.HCM",,Quý II/2020,"
Đang cập nhật
",,Tòa tháp cao 14 tầng,"10.8306818008423,106.724365234375",p10
"
Citrine Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-9/citrine-apartment-pj3661,,"127 Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh",3.760 m²,,"
Đang cập nhật
",,"1 block 15 tầng, 225 căn hộ","10.8313512802124,106.774543762207",p10
"
Hưng Phúc Premier
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/hung-phuc-premier-pj3669,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Lô 18-2-1, khu A - đô thị Phú Mỹ Hưng, đường Nguyễn Lương Bằng, phường Tân Phú, quận 7, Tp.HCM",5.002 m²,,"
Đang thi công
",,2 tòa tháp cao 15 tầng,"10.7237691879272,106.724815368652",p10
"
CT Home Bình Thạnh
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/ct-home-binh-thanh-pj3678,,"471 Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",,,"
Đang cập nhật
",,"2 tầng hầm, 1 tầng Trung tâm thương mại, 1 tầng Officetel, 9 tầng căn hộ","10.8233814239502,106.706977844238",p10
"
Chung cư Đồi T5
",https://batdongsan.com.vn/can-ho-chung-cu-ha-long-qni/chung-cu-doi-t5-pj3913,,"Khu dân cư đồi T5, Phường Hồng Hà, Hạ Long, Quảng Ninh",3.923 m²,Quý I/2019,"
Đang thi công
",11 triệu/m²,"9 tầng, 128 căn hộ","20.9448833465576,107.116035461426",p8
"
Cienco 4 Tower
",https://batdongsan.com.vn/can-ho-chung-cu-vinh-na/cienco-4-tower-pj3723,,"Số 61 đường Nguyễn Trường Tộ, phường Đông Vĩnh, TP. Vinh, Nghệ An",10.000 m²,,"
Đang thi công
",10.2 triệu/m²,Gồm 160 căn hộ,"18.6891384124756,105.657386779785",p10
"
Bcons Suối Tiên
",https://batdongsan.com.vn/can-ho-chung-cu-di-an-bd/bcons-suoi-tien-pj3727,,"45 Đường Tân Lập, Phường Đông Hòa, Dĩ An, Bình Dương",5.875 m²,,"
Đang cập nhật
",,"2 block, 655 căn hộ","10.8906831741333,106.784637451172",p10
"
STCity Tô Ký
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/stcity-to-ky-pj3756,Công ty CP Tecco Sài Gòn ,"Đường Nguyễn Ảnh Thủ, Quận 12, Hồ Chí Minh",35.000 m²,,"
Đang cập nhật
",,"5 block, hơn 1500 căn hộ","10.8710985183716,106.619331359863",p10
"
The Infiniti Riviera Point
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/the-infiniti-riviera-point-pj3851,Công ty TNHH Keppel Land Việt Nam,"584 Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",24.000 m²,Quý IV/2021,"
Đang thi công
",47 triệu/m²,4 block cao 39-40 tầng,"10.7319612503052,106.72925567627",p9
"
An Dân Residence
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/an-dan-residence-pj3690,,"870 Đường Quốc lộ 1A, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",17.288 m²,,"
Đang cập nhật
",,1.111 căn hộ,"10.8723297119141,106.762718200684",p10
"
Ray River Residence
",https://batdongsan.com.vn/can-ho-chung-cu-xuyen-moc-vt/ray-river-residence-pj3676,Công ty CP Beegreen,"Xã Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu",75.000 m²,,"
Đang cập nhật
",,2800 căn hộ,"10.4711008071899,107.369384765625",p10
"
Winhouse Hàm Nghi
",https://batdongsan.com.vn/can-ho-chung-cu-ha-tinh-ht/winhouse-ham-nghi-pj3871,,"69 Đường Hàm Nghi, Phường Hà Huy Tập, Hà Tĩnh, Hà Tĩnh",956 m²,,"
Đang cập nhật
",,"15 tầng, 117 căn hộ","18.3346881866455,105.891220092773",p9
"
Delta Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-hoa-th/delta-plaza-pj3629,,"Xã Hoằng Đông, Hoằng Hóa, Thanh Hóa",3.847 m²,,"
Đã hoàn thành
",,,"19.8396301269531,105.845176696777",p11
"
City House
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/city-house-pj3603,,"Số 41 đường Nguyễn Thị Thập, phường Tân Phú, quận 7, Tp.HCM",,,"
Đang cập nhật
",,,"10.7379560470581,106.72193145752",p11
"
Conic Riverside
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/conic-riverside-pj3587,Công ty TNHH Đầu tư và Phát triển Lĩnh Phong - Conic,"Phố Tạ Quang Bửu, Phường 7, Quận 8, Hồ Chí Minh",13.651 m²,,"
Đang cập nhật
",,"22 tầng, 664 căn hộ","10.7330026626587,106.652946472168",p11
"
Vinhomes Smart City Đại Mỗ
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/vinhomes-smart-city-dai-mo-pj3615,Tập đoàn Vingroup,"Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",1.270.000 m²,,"
Đang cập nhật
",,129 tòa chung cư cao 22-35,"21.0065288543701,105.753555297852",p11
"
Res Green Tower
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/res-green-tower-pj3623,Công ty CP Địa Ốc 11,"7A Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",6.202 m²,,"
Đang cập nhật
",,"24 tầng, 01 hầm, 272 căn hộ","10.7824239730835,106.636817932129",p11
"
Tecco Nam Thanh
",https://batdongsan.com.vn/can-ho-chung-cu-vinh-na/tecco-nam-thanh-pj3592,Công ty CP Đầu tư Xây dựng và Ứng dụng Công nghệ mới (TECCO),"76 Đường Nguyễn Sinh Sắc, Phường Cửa Nam, Vinh, Nghệ An",,,"
Đã hoàn thành
",9.6 triệu/m²,"18 tầng, 1 tầng hầm","18.6670169830322,105.667533874512",p11
"
Louis Apartment Tower
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-hoa-th/louis-apartment-tower-pj3609,,"Đại lộ Lê Lợi, phường Đông Hương, TP. Thanh Hóa, Thanh Hóa",,,"
Đang cập nhật
",13 triệu/m²,Tòa nhà cao 20 tầng,"19.8060932159424,105.791793823242",p11
"
Chung cư Goldora Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-nha-be/chung-cu-goldora-plaza-pj3772,,"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",8.000 m²,Quý II/2019,"
Đang thi công
",,"2 block cao 18 tầng, 250 căn hộ","10.7221641540527,106.698165893555",p9
"
Chung cư CT5-CT6 Lê Đức Thọ
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/chung-cu-ct5-ct6-le-duc-tho-pj3577,,"Đường Lê Đức Thọ, Nam Từ Liêm, Hà Nội",1.095 m²,,"
Đang cập nhật
",,2 Tòa tháp cao 24 tầng và 3 tầng trung tâm thương mại,"21.028341293335,105.768539428711",p12
"
Chung cư C14 Bộ Quốc Phòng
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/chung-cu-c14-bo-quoc-phong-pj3586,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng ,"362 Đường Bùi Xương Trạch, Phường Định Công, Hoàng Mai, Hà Nội",29.133 m²,,"
Đang cập nhật
",16 triệu/m²,19 tầng (2 tầng dịch vụ thương mại và 1 tầng hầm làm nơi đỗ xe),"20.9836158752441,105.820434570313",p11
"
Phenikaa Hòa Lạc
",https://batdongsan.com.vn/can-ho-chung-cu-thach-that/phenikaa-hoa-lac-pj3536,,"Xã Thạch Hòa, huyện Thạch Thất, TP. Hà Nội",,,"
Đang cập nhật
",,Gồm 1 tòa nhà cao 21 tầng nổi và 1 tầng hầm,"21.0107879638672,105.506408691406",p12
"
A1 Riverside
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/a1-riverside-pj3541,,"Đường 15B, phường Phú Mỹ, quận 7, Tp.HCM",108.092 m²,,"
Đã hoàn thành
",22 triệu/m²,Cao 32 tầng,"10.7087240219116,106.731842041016",p12
"
Bea Sky
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/bea-sky-pj3610,,"Khu đô thị mới Tây Nam Kim Giang I, phường Đại Kim, quận Hoàng Mai, Hà Nội",5.000 m²,,"
Đang thi công
",,Tòa tháp cao 26 tầng,"20.9739685058594,105.82169342041",p11
"
HQC Mỹ Tho
",https://batdongsan.com.vn/can-ho-chung-cu-my-tho-tg/hqc-my-tho-pj3548,Công ty CP Tư vấn -Thương mại - Dịch vụ Địa ốc Hoàng Quân,"Đường Nguyễn Trung Trực, Phường 3, Mỹ Tho, Tiền Giang",4.388 m²,,"
Đang cập nhật
",11.5 triệu/m²,"3 block A, B,C, 176 căn hộ","10.3611259460449,106.372505187988",p12
"
CTL Tower
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/ctl-tower-pj3524,,"Đường Dương Thị Giang, Quận 12, Hồ Chí Minh",33.936 m²,,"
Đang cập nhật
",,2 Block cao 18 tầng với 2 tầng hầm + 2 tầng trung tâm thương mại + 16 tầng căn hộ,"10.826509475708,106.620933532715",p12
"
Riverside 90
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/riverside-90-pj3602,,"90 Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",,,"
Đang cập nhật
",,2 block 28 tầng,"10.7921352386475,106.718246459961",p11
"
Compass One
",https://batdongsan.com.vn/can-ho-chung-cu-thu-dau-mot-bd/compass-one-pj3538,Công ty CP Đầu tư Phát triển nhà và Xây dựng Tây Hồ,"Đường Hoàng Văn Thụ, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương",5.468 m²,,"
Đang cập nhật
",,Cao 21 tầng với 400 căn hộ,"10.9726667404175,106.666152954102",p12
"
Chung cư Thông Tấn Xuân Phương
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/chung-cu-thong-tan-xuan-phuong-pj3520,,"Đường Trần Hữu Dực, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",,,"
Đang cập nhật
",15 triệu/m²,9 tầng,"21.029426574707,105.763557434082",p12
"
Flora Novia
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/flora-novia-pj3567,Công ty CP Đầu tư Nam Long,"Đường Phạm Văn Đồng, phường Linh Tây, Thủ Đức, Tp.HCM",11.900 m²,Quý I/2020,"
Đang thi công
",,2 tháp chung cư cao 20-22 tầng,"10.8562936782837,106.752014160156",p12
"
Akari City Nam Long
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/akari-city-nam-long-pj3561,Công ty CP Đầu tư Nam Long,"Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",88.000 m²,,"
Đang cập nhật
",,16 block cao 20 tầng,"10.7221174240112,106.611755371094",p12
"
Chung cư Sơn Thịnh 3
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/chung-cu-son-thinh-3-pj3519,Sàn giao dịch Bất động sản Sơn Thịnh,"408A Đường Lê Hồng Phong, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",5.099 m²,,"
Đang cập nhật
",,"18 tầng dịch vụ, 2 tầng hầm","10.3513383865356,107.088859558105",p13
"
Eco Green Sài Gòn
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/eco-green-sai-gon-pj3507,Công ty CP Đầu tư và Xây dựng Xuân Mai,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",143.600 m²,2021,"
Đang cập nhật
",,4000 căn hộ cao cấp và khoảng 200 căn Officetel,"10.7501201629639,106.723014831543",p13
"
Chung cư CT36 Xuân La
",https://batdongsan.com.vn/can-ho-chung-cu-tay-ho/chung-cu-ct36-xuan-la-pj3508,Tổng công ty 36 - Bộ quốc phòng,"Ngõ 28 Xuân La, phường Xuân La, quận Tây Hồ, Hà Nội",7.533 m²,,"
Đang thi công
",,1 tòa tháp đôi cao 21 tầng,"21.0596752166748,105.804077148438",p13
"
Hưng Phát Blue Star
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/hung-phat-blue-star-pj3511,Công ty CP Đầu tư bất động sản Hưng Lộc Phát,"Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận 7, Hồ Chí Minh",37.170 m²,,"
Đang cập nhật
",,4 block cao từ 31 đến 32 tầng,"10.7432336807251,106.721771240234",p13
"
Anland 2
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/anland-2-pj3514,Công ty CP Tập đoàn Nam Cường Hà Nội,"Lô đất HH01, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",8.570 m²,,"
Đang thi công
",,"2 tháp A và B cao 25 tầng, 2 tầng hầm, 2 tầng thương mại và 591 căn hộ cao cấp","20.9763450622559,105.761497497559",p13
"
Hado Green Lane
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/hado-green-lane-pj3557,Tập đoàn Hà Đô,"Đường Phạm Thế Hiển, phường 7, quận 8, Tp.HCM",23.237 m²,Quý III/2020,"
Đang cập nhật
",,3 tòa tháp cao 18 tầng,"10.7506523132324,106.689506530762",p12
"
Stown Phúc An
",https://batdongsan.com.vn/can-ho-chung-cu-di-an-bd/stown-phuc-an-pj3474,,"Đường N3, phường Dĩ An, thị xã Dĩ An, tỉnh Bình Dương",2.410 m²,Quý IV/2019,"
Đang cập nhật
",13.9 triệu/m²,Gồm 2 block cao 22 tầng,"10.9002723693848,106.82861328125",p14
"
Chung cư Ban cơ yếu Chính phủ
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/chung-cu-ban-co-yeu-chinh-phu-pj3509,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,"Ngõ 164 Khuất Duy Tiến, phường Nhân Chính, quận Thanh Xuân, Hà Nội",11.755 m²,,"
Đang thi công
",,4 tòa chung cư,"20.993579864502,105.798210144043",p13
"
Chung cư 11T2 Xuân Mai
",https://batdongsan.com.vn/can-ho-chung-cu-chuong-my/chung-cu-11t2-xuan-mai-pj3482,Công ty CP Đầu tư và Xây dựng Xuân Mai,"Đường Hồ Chí Minh, xã Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội",,,"
Đã hoàn thành
",,Tòa nhà gồm 11 tầng nổi,"20.8766918182373,105.577522277832",p13
"
Palm Garden
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/palm-garden-pj3455,Công ty TNHH Keppel Land Việt Nam,"Phường An Phú, Quận 2, Hồ Chí Minh",19.000 m²,Quý II/2021,"
Đang cập nhật
",,1000 căn hộ,"10.7921285629272,106.763763427734",p14
"
T&T Twin Towers Đà Nẵng
",https://batdongsan.com.vn/can-ho-chung-cu-son-tra-ddn/t-t-twin-towers-da-nang-pj3460,,"Đường Phạm Văn Đồng, Sơn Trà, Đà Nẵng",,,"
Đang cập nhật
",,,"16.0707626342773,108.244720458984",p14
"
Panorama Hoàng Văn Thụ
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/panorama-hoang-van-thu-pj3451,,"Hoàng Văn Thụ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",5.527 m²,,"
Đang cập nhật
",,,"20.9848365783691,105.859855651855",p14
"
De La Sol
",https://batdongsan.com.vn/can-ho-chung-cu-quan-4/de-la-sol-pj3464,Tập đoàn CapitaLand,"Đường Tôn Thất Thuyết, phường 18, quận 4, Tp.HCM",14.500 m²,,"
Đang cập nhật
",,Gồm 3 tháp chung cư,"10.7536773681641,106.690460205078",p14
"
Chung cư X203 Lĩnh Nam
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/chung-cu-x203-linh-nam-pj3466,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng ,"Phường Lĩnh Nam, Hoàng Mai, Hà Nội",1.585 m²,Quý I/2018,"
Đang thi công
",,Chung cư cao 12 tầng,"20.9770011901855,105.896560668945",p14
"
Marine Building
",https://batdongsan.com.vn/can-ho-chung-cu-quy-nhon-bdd/marine-building-pj3486,,"Số 78 Trần Hưng Đạo, phường Hải Cảng, TP. Quy Nhơn, Bình Định",,,"
Đang cập nhật
",17 triệu/m²,20 tầng nổi và tầng trệt,"13.7732534408569,109.24112701416",p13
"
La Cosmo 340 Hoàng Văn Thụ
",https://batdongsan.com.vn/can-ho-chung-cu-tan-binh/la-cosmo-340-hoang-van-thu-pj3471,,"340 Đường Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh",5.000 m²,,"
Đang cập nhật
",,"25 tầng, 917 căn hộ","10.7975130081177,106.657295227051",p14
"
My Paradise Thủ Thiêm
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/my-paradise-thu-thiem-pj3472,Công ty CP bất động sản SơnKim Land,"Lô 1.16 và lô 1.17, KĐT Thủ Thiêm, quận 2, Tp.HCM",80.000 m²,,"
Đang cập nhật
",,Các Block căn hộ cao 10-20 tầng,"10.7722768783569,106.722137451172",p14
"
Urban Hill
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/urban-hill-pj3500,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Lô H6-3 Khu A, Phú Mỹ Hưng, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",4.647 m²,,"
Đang cập nhật
",,"2 block, 164 căn hộ","10.72815990448,106.711738586426",p13
"
Kỳ Đồng Tower
",https://batdongsan.com.vn/can-ho-chung-cu-quan-3/ky-dong-tower-pj3447,Công ty Địa ốc Khải Hoàn Land,"Phố Kỳ Đồng, Quận 3, Hồ Chí Minh",,,"
Đang cập nhật
",60 triệu/m²,"24 tầng, 550 căn hộ","10.7830696105957,106.682502746582",p15
"
Quinter Residence
",https://batdongsan.com.vn/can-ho-chung-cu-nha-trang-kh/quinter-residence-pj3396,,"Lô SMU03, Khu đô thị Lê Hồng Phong I, Phường Phước Hải, Nha Trang, Khánh Hòa",4.763 m²,,"
Đang cập nhật
",,"03 tầng hầm, 39 tầng căn hộ, thương mại","12.2381038665771,109.178581237793",p15
"
Amber Riverside
",https://batdongsan.com.vn/can-ho-chung-cu-hai-ba-trung/amber-riverside-pj3462,Công ty CP Kỹ nghệ và Hạ tầng Talin,"Ngõ 622 Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng, Hà Nội",6.362 m²,,"
Đang thi công
",,Chung cư cao 23 tầng và 3 tầng hầm,"20.9984855651855,105.868659973145",p14
"
Bảo Quân Tower
",https://batdongsan.com.vn/can-ho-chung-cu-vinh-yen-vp/bao-quan-tower-pj3415,,"Vĩnh Yên, Vĩnh Phúc",1.000 m²,Quý II/2016,"
Đã hoàn thành
",7.5 triệu/m²,"15 tầng, 210 căn hộ","21.0295810699463,105.850410461426",p15
"
Vinawaco Thịnh Liệt
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/vinawaco-thinh-liet-pj3452,,"40 Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",58.116 m²,Quý IV/2018,"
Đang cập nhật
",,,"20.9738597869873,105.842422485352",p14
"
South Gate Tower
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/south-gate-tower-pj3417,Công ty CP Thương mại và Đầu tư Hồng Hà,"Đường Nguyễn Thị Thập, phường Bình Thuận, quận 7, Tp.HCM",4.324 m²,Năm 2020,"
Đang thi công
",28 triệu/m²,2 tòa tháp cao 29 tầng với 350 căn hộ,"10.7380037307739,106.722900390625",p15
"
Sky 89
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/sky-89-pj3426,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,"89 Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",63.000 m²,,"
Đang thi công
",40 triệu/m²,"1 block 35 tầng, 500 căn hộ","10.7143297195435,106.741432189941",p15
